Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas1834          Pavarde1834         1    4    4    6    8    9    8    9    6    4    5    
Vardas1835          Pavarde1835         4    5    9    7    7    3    8    7    2    8    5    
Vardas1836          Pavarde1836         1    8    9    7    2    8    10   5    8    7    8    
Vardas1837          Pavarde1837         10   3    4    4    1    4    8    6    4    10   1    
Vardas1838          Pavarde1838         10   10   3    3    9    9    5    1    4    5    1    
Vardas1839          Pavarde1839         1    3    8    9    3    3    7    2    1    2    5    
Vardas1840          Pavarde1840         6    8    5    10   9    6    2    4    3    10   1    
Vardas1841          Pavarde1841         7    5    9    2    10   1    10   8    8    3    4    
Vardas1842          Pavarde1842         10   2    9    2    10   1    1    2    6    4    7    
Vardas1843          Pavarde1843         7    8    3    10   2    1    9    6    3    7    2    
Vardas1844          Pavarde1844         7    2    5    1    9    3    2    9    7    1    9    
Vardas1845          Pavarde1845         8    4    3    4    2    7    7    8    8    6    9    
Vardas1846          Pavarde1846         8    2    9    1    4    4    1    2    7    2    10   
Vardas1847          Pavarde1847         8    7    2    5    9    7    8    2    3    10   7    
Vardas1848          Pavarde1848         5    4    10   7    1    8    9    5    1    2    10   
Vardas1849          Pavarde1849         9    3    4    2    9    6    7    2    7    8    1    
Vardas1850          Pavarde1850         3    1    7    3    3    2    2    6    8    9    4    
Vardas1851          Pavarde1851         8    1    2    7    7    2    1    2    2    7    5    
Vardas1852          Pavarde1852         1    3    2    6    2    9    7    3    1    7    1    
Vardas1853          Pavarde1853         3    3    10   5    3    9    9    5    3    4    4    
Vardas1854          Pavarde1854         9    4    2    7    10   3    1    9    1    3    1    
Vardas1855          Pavarde1855         8    9    3    1    3    7    6    3    1    6    2    
Vardas1856          Pavarde1856         5    1    4    2    1    2    2    8    5    10   1    
Vardas1857          Pavarde1857         6    9    4    4    10   5    9    5    1    7    1    
Vardas1858          Pavarde1858         6    2    1    9    1    3    4    3    4    7    4    
Vardas1859          Pavarde1859         9    3    10   2    3    9    4    1    2    2    6    
Vardas1860          Pavarde1860         3    2    1    3    6    6    9    8    9    4    5    
Vardas1861          Pavarde1861         7    10   1    10   5    10   9    4    1    2    1    
Vardas1862          Pavarde1862         1    5    2    9    7    8    2    8    7    5    7    
Vardas1863          Pavarde1863         2    4    8    1    4    5    9    3    10   9    2    
Vardas1864          Pavarde1864         2    1    8    10   7    2    8    7    6    6    8    
Vardas1865          Pavarde1865         8    3    6    1    3    8    8    7    8    9    2    
Vardas1866          Pavarde1866         10   3    1    7    10   6    4    8    4    1    4    
Vardas1867          Pavarde1867         4    10   6    1    3    9    9    5    5    3    7    
Vardas1868          Pavarde1868         4    8    3    3    4    9    7    7    8    8    6    
Vardas1869          Pavarde1869         10   4    9    3    9    10   3    5    2    5    1    
Vardas1870          Pavarde1870         5    1    3    10   2    1    3    10   10   1    7    
Vardas1871          Pavarde1871         10   6    9    2    8    4    7    2    3    8    1    
Vardas1872          Pavarde1872         2    7    9    1    8    9    6    2    9    8    4    
Vardas1873          Pavarde1873         5    3    1    9    3    4    5    3    3    1    8    
Vardas1874          Pavarde1874         8    8    5    7    4    2    4    3    1    4    9    
Vardas1875          Pavarde1875         2    7    4    2    8    8    2    1    9    8    10   
Vardas1876          Pavarde1876         3    2    3    1    5    8    9    7    1    6    10   
Vardas1877          Pavarde1877         6    1    6    8    9    6    3    2    6    9    8    
Vardas1878          Pavarde1878         1    4    1    3    4    1    1    8    4    4    5    
Vardas1879          Pavarde1879         5    6    3    3    4    9    4    1    3    10   7    
Vardas1880          Pavarde1880         1    1    3    3    3    3    10   4    9    3    3    
Vardas1881          Pavarde1881         3    1    7    4    5    9    1    1    5    9    4    
Vardas1882          Pavarde1882         7    10   10   8    6    3    5    4    7    4    3    
Vardas1883          Pavarde1883         5    8    4    2    7    2    5    4    8    3    2    
Vardas1884          Pavarde1884         7    9    1    4    3    1    5    7    5    5    8    
Vardas1885          Pavarde1885         7    5    8    1    6    3    7    6    6    9    7    
Vardas1886          Pavarde1886         6    7    9    2    8    5    8    7    6    5    5    
Vardas1887          Pavarde1887         7    7    7    5    5    3    2    9    10   6    9    
Vardas1888          Pavarde1888         2    2    6    4    7    8    6    10   1    9    10   
Vardas1889          Pavarde1889         6    5    6    7    7    8    10   6    3    4    1    
Vardas1890          Pavarde1890         8    9    1    9    9    8    6    7    8    6    3    
Vardas1891          Pavarde1891         4    3    4    2    7    10   1    8    1    5    6    
Vardas1892          Pavarde1892         8    6    9    2    10   2    7    5    2    5    3    
Vardas1893          Pavarde1893         7    10   9    9    7    10   2    1    10   8    5    
Vardas1894          Pavarde1894         1    10   2    8    2    1    8    5    3    8    5    
Vardas1895          Pavarde1895         10   5    8    4    1    5    6    2    3    4    8    
Vardas1896          Pavarde1896         2    10   2    10   2    6    2    6    1    8    2    
Vardas1897          Pavarde1897         3    7    1    3    2    6    2    9    9    4    8    
Vardas1898          Pavarde1898         3    9    2    5    9    10   8    1    5    6    4    
Vardas1899          Pavarde1899         2    5    4    8    6    7    3    2    8    1    6    
Vardas1900          Pavarde1900         3    4    9    3    9    6    1    3    4    5    8    
Vardas1901          Pavarde1901         6    4    3    7    9    3    7    10   3    5    1    
Vardas1902          Pavarde1902         8    8    5    2    7    10   9    6    7    5    10   
Vardas1903          Pavarde1903         10   9    9    7    5    6    2    4    3    5    4    
Vardas1904          Pavarde1904         5    3    6    3    6    6    10   2    5    2    9    
Vardas1905          Pavarde1905         4    9    6    8    4    10   5    5    6    4    10   
Vardas1906          Pavarde1906         5    4    4    4    8    2    9    8    1    7    9    
Vardas1907          Pavarde1907         2    2    8    10   3    9    10   2    5    7    4    
Vardas1908          Pavarde1908         1    7    7    5    4    4    2    6    5    1    4    
Vardas1909          Pavarde1909         1    4    6    10   3    10   3    3    2    3    4    
Vardas1910          Pavarde1910         10   10   8    8    10   1    8    5    6    7    3    
Vardas1911          Pavarde1911         5    2    7    7    10   2    2    9    7    5    1    
Vardas1912          Pavarde1912         1    3    5    7    9    8    7    4    10   3    5    
Vardas1913          Pavarde1913         2    10   9    1    9    1    6    7    4    4    10   
Vardas1914          Pavarde1914         8    9    6    6    8    8    4    1    8    8    4    
Vardas1915          Pavarde1915         1    7    5    1    9    2    6    4    4    6    9    
Vardas1916          Pavarde1916         9    9    1    9    4    10   10   6    8    7    8    
Vardas1917          Pavarde1917         10   10   10   2    7    7    3    6    1    8    1    
Vardas1918          Pavarde1918         7    2    8    9    4    10   1    3    10   2    7    
Vardas1919          Pavarde1919         2    1    7    3    2    1    7    6    10   6    2    
Vardas1920          Pavarde1920         10   2    6    8    6    3    7    10   9    9    1    
Vardas1921          Pavarde1921         1    8    8    7    2    9    2    4    3    2    2    
Vardas1922          Pavarde1922         6    1    7    8    1    9    10   9    2    10   3    
Vardas1923          Pavarde1923         4    1    2    7    2    4    10   6    9    2    8    
Vardas1924          Pavarde1924         8    7    8    5    10   2    3    3    10   8    7    
Vardas1925          Pavarde1925         7    6    8    9    4    2    1    3    3    7    3    
Vardas1926          Pavarde1926         8    9    8    4    1    6    1    5    8    1    1    
Vardas1927          Pavarde1927         10   10   6    5    5    3    6    9    10   5    6    
Vardas1928          Pavarde1928         5    1    5    10   10   8    5    1    5    6    4    
Vardas1929          Pavarde1929         9    7    5    3    6    2    4    4    9    2    5    
Vardas1930          Pavarde1930         2    4    4    9    1    3    9    8    7    9    4    
Vardas1931          Pavarde1931         9    9    1    8    5    9    10   10   1    8    7    
Vardas1932          Pavarde1932         8    3    9    7    3    8    1    5    10   7    1    
Vardas1933          Pavarde1933         5    2    9    10   9    4    9    7    6    8    2    
Vardas1934          Pavarde1934         6    3    6    8    2    3    4    10   8    8    9    
Vardas1935          Pavarde1935         5    2    8    4    5    10   6    5    4    5    10   
Vardas1936          Pavarde1936         9    6    9    10   6    5    6    2    3    9    4    
