Pavarde             Vardas              Galutinis (Med.)    
Vardas6993          Pavarde6993         3.80                
Vardas9399          Pavarde9399         3.80                
Vardas7823          Pavarde7823         3.80                
Vardas5603          Pavarde5603         3.80                
Vardas3154          Pavarde3154         3.80                
Vardas3826          Pavarde3826         3.80                
Vardas1421          Pavarde1421         3.80                
Vardas2379          Pavarde2379         3.80                
Vardas9413          Pavarde9413         3.80                
Vardas6965          Pavarde6965         3.80                
Vardas3081          Pavarde3081         3.80                
Vardas5389          Pavarde5389         3.80                
Vardas3873          Pavarde3873         3.80                
Vardas5347          Pavarde5347         3.80                
Vardas9050          Pavarde9050         3.80                
Vardas2363          Pavarde2363         3.80                
Vardas5656          Pavarde5656         3.80                
Vardas2360          Pavarde2360         3.80                
Vardas7067          Pavarde7067         3.80                
Vardas7085          Pavarde7085         3.80                
Vardas1387          Pavarde1387         3.80                
Vardas5318          Pavarde5318         3.80                
Vardas7077          Pavarde7077         3.80                
Vardas9365          Pavarde9365         3.80                
Vardas5616          Pavarde5616         3.80                
Vardas9019          Pavarde9019         3.80                
Vardas7885          Pavarde7885         3.80                
Vardas1281          Pavarde1281         3.80                
Vardas5708          Pavarde5708         3.80                
Vardas3239          Pavarde3239         3.80                
Vardas3692          Pavarde3692         3.80                
Vardas3232          Pavarde3232         3.80                
