Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas1539          Pavarde1539         6    9    5    8    4    6    3    4    8    5    5    
Vardas1540          Pavarde1540         7    10   3    5    4    3    3    10   6    2    4    
Vardas1541          Pavarde1541         10   2    1    4    2    6    10   3    7    5    2    
Vardas1542          Pavarde1542         5    6    5    1    9    7    8    9    2    10   8    
Vardas1543          Pavarde1543         7    6    8    2    4    10   3    6    7    6    2    
Vardas1544          Pavarde1544         10   3    7    5    6    6    4    6    3    2    10   
Vardas1545          Pavarde1545         7    4    1    9    1    8    5    4    6    4    6    
Vardas1546          Pavarde1546         1    3    1    1    9    2    2    2    1    9    8    
Vardas1547          Pavarde1547         3    8    10   4    3    3    9    6    2    2    7    
Vardas1548          Pavarde1548         5    8    10   7    7    6    3    9    5    6    6    
Vardas1549          Pavarde1549         5    2    4    6    1    1    5    1    1    6    2    
Vardas1550          Pavarde1550         7    1    4    8    10   6    9    6    2    4    9    
Vardas1551          Pavarde1551         4    9    5    6    3    9    1    10   3    5    10   
Vardas1552          Pavarde1552         6    6    6    6    1    7    3    2    8    5    3    
Vardas1553          Pavarde1553         8    5    6    3    9    7    3    4    3    4    6    
Vardas1554          Pavarde1554         2    10   6    4    1    8    7    3    10   10   10   
Vardas1555          Pavarde1555         1    5    10   10   5    9    5    9    6    8    4    
Vardas1556          Pavarde1556         7    7    6    10   3    6    7    4    3    5    9    
Vardas1557          Pavarde1557         6    8    7    5    5    9    7    6    1    5    10   
Vardas1558          Pavarde1558         9    3    2    9    1    1    7    2    10   3    7    
Vardas1559          Pavarde1559         7    2    6    2    1    2    3    8    4    10   1    
Vardas1560          Pavarde1560         7    1    6    1    3    4    7    9    8    2    10   
Vardas1561          Pavarde1561         5    1    4    3    5    9    8    7    8    5    9    
Vardas1562          Pavarde1562         1    7    2    1    7    3    2    4    9    2    7    
Vardas1563          Pavarde1563         5    7    8    3    10   2    10   4    1    10   7    
Vardas1564          Pavarde1564         4    1    2    9    2    6    3    5    2    4    2    
Vardas1565          Pavarde1565         7    6    9    6    8    8    5    9    3    7    1    
Vardas1566          Pavarde1566         6    4    1    4    2    4    8    4    9    3    3    
Vardas1567          Pavarde1567         6    2    7    5    10   6    6    7    4    2    5    
Vardas1568          Pavarde1568         3    9    9    10   9    1    4    5    1    4    9    
Vardas1569          Pavarde1569         5    10   7    6    3    5    10   3    1    9    2    
Vardas1570          Pavarde1570         2    2    9    3    2    6    3    2    2    8    2    
Vardas1571          Pavarde1571         4    6    6    4    7    3    4    4    3    9    10   
Vardas1572          Pavarde1572         4    9    3    3    9    1    8    6    3    9    5    
Vardas1573          Pavarde1573         1    4    2    1    7    5    5    7    4    4    5    
Vardas1574          Pavarde1574         10   10   3    10   3    2    2    4    9    5    8    
Vardas1575          Pavarde1575         1    5    6    1    1    2    7    6    10   1    9    
Vardas1576          Pavarde1576         9    9    9    9    2    5    7    3    10   10   10   
Vardas1577          Pavarde1577         8    7    2    4    8    7    8    3    10   7    8    
Vardas1578          Pavarde1578         9    6    4    2    5    2    7    8    4    6    8    
Vardas1579          Pavarde1579         7    7    1    9    2    9    5    1    8    8    3    
Vardas1580          Pavarde1580         10   6    8    6    9    3    4    8    6    4    8    
Vardas1581          Pavarde1581         5    7    9    4    9    3    3    6    2    3    7    
Vardas1582          Pavarde1582         7    6    6    7    3    4    1    2    3    2    2    
Vardas1583          Pavarde1583         9    9    8    3    4    6    10   4    2    6    10   
Vardas1584          Pavarde1584         3    10   5    7    5    4    9    1    5    6    8    
Vardas1585          Pavarde1585         5    2    4    2    4    3    2    9    9    10   9    
Vardas1586          Pavarde1586         1    3    5    8    9    6    8    10   8    4    7    
Vardas1587          Pavarde1587         7    10   4    7    4    5    9    3    10   9    6    
Vardas1588          Pavarde1588         5    5    8    3    10   4    10   6    5    1    1    
Vardas1589          Pavarde1589         8    9    5    7    2    1    9    2    3    8    3    
Vardas1590          Pavarde1590         3    6    4    7    10   2    6    1    7    3    5    
Vardas1591          Pavarde1591         4    6    1    7    1    4    5    5    4    5    6    
Vardas1592          Pavarde1592         9    8    6    9    2    2    2    1    6    9    4    
Vardas1593          Pavarde1593         9    2    6    9    8    1    4    3    8    5    8    
Vardas1594          Pavarde1594         5    10   3    2    5    4    4    2    4    6    6    
Vardas1595          Pavarde1595         9    4    9    3    5    4    3    2    7    10   6    
Vardas1596          Pavarde1596         3    9    8    1    10   6    3    3    6    9    1    
Vardas1597          Pavarde1597         8    1    8    6    10   9    1    10   5    4    1    
Vardas1598          Pavarde1598         8    8    5    5    3    7    2    5    10   3    10   
Vardas1599          Pavarde1599         3    1    9    9    4    6    9    10   8    3    8    
Vardas1600          Pavarde1600         6    1    7    10   6    8    4    10   1    9    6    
Vardas1601          Pavarde1601         8    5    4    7    7    4    8    8    4    8    3    
Vardas1602          Pavarde1602         4    3    3    10   3    2    1    10   5    9    2    
Vardas1603          Pavarde1603         1    7    4    8    6    8    6    7    4    3    6    
Vardas1604          Pavarde1604         8    1    9    1    7    3    5    1    3    1    3    
Vardas1605          Pavarde1605         6    2    3    8    10   10   6    6    7    4    6    
Vardas1606          Pavarde1606         5    10   5    8    2    4    1    4    10   10   9    
Vardas1607          Pavarde1607         5    3    6    4    1    5    10   7    8    8    9    
Vardas1608          Pavarde1608         9    6    10   3    5    10   4    10   8    6    3    
Vardas1609          Pavarde1609         3    3    9    3    2    1    5    3    4    1    5    
Vardas1610          Pavarde1610         10   7    8    9    8    8    1    2    9    10   5    
Vardas1611          Pavarde1611         3    1    8    1    4    10   1    9    1    1    5    
Vardas1612          Pavarde1612         9    1    5    10   4    7    6    2    1    5    6    
Vardas1613          Pavarde1613         4    8    7    8    4    1    8    1    7    7    6    
Vardas1614          Pavarde1614         1    7    3    2    9    4    5    5    3    6    10   
Vardas1615          Pavarde1615         6    3    4    6    4    9    6    9    5    3    3    
Vardas1616          Pavarde1616         2    9    5    5    4    3    2    7    6    2    7    
Vardas1617          Pavarde1617         6    6    10   4    1    9    10   3    3    6    7    
Vardas1618          Pavarde1618         8    3    2    4    10   1    6    4    6    2    3    
Vardas1619          Pavarde1619         4    1    1    4    4    3    3    2    2    9    6    
Vardas1620          Pavarde1620         5    4    8    3    2    10   2    7    1    5    2    
Vardas1621          Pavarde1621         9    5    9    2    4    4    3    4    8    2    3    
Vardas1622          Pavarde1622         1    6    1    3    7    6    6    5    8    6    9    
Vardas1623          Pavarde1623         2    3    8    10   2    3    9    2    8    2    8    
Vardas1624          Pavarde1624         8    9    5    10   10   3    7    4    1    7    5    
Vardas1625          Pavarde1625         7    5    6    4    10   8    5    10   8    1    4    
Vardas1626          Pavarde1626         2    6    10   3    10   7    3    3    3    4    4    
Vardas1627          Pavarde1627         4    2    1    6    6    8    7    4    2    8    6    
Vardas1628          Pavarde1628         2    1    2    9    4    2    6    2    3    6    8    
Vardas1629          Pavarde1629         2    2    8    2    3    1    3    4    7    2    1    
Vardas1630          Pavarde1630         1    5    6    5    9    2    4    6    3    9    3    
Vardas1631          Pavarde1631         6    5    5    3    6    4    9    2    9    5    2    
Vardas1632          Pavarde1632         7    9    3    7    1    10   4    6    7    1    9    
Vardas1633          Pavarde1633         7    8    9    8    4    8    1    2    3    9    5    
Vardas1634          Pavarde1634         3    4    4    9    2    1    10   4    4    7    5    
Vardas1635          Pavarde1635         5    5    3    2    3    5    4    3    2    6    10   
Vardas1636          Pavarde1636         9    10   9    2    6    9    1    10   4    7    5    
Vardas1637          Pavarde1637         4    6    9    2    8    1    4    9    7    1    6    
Vardas1638          Pavarde1638         10   1    3    1    10   10   3    9    9    1    3    
Vardas1639          Pavarde1639         6    10   5    8    10   7    7    3    7    5    1    
Vardas1640          Pavarde1640         8    4    10   4    6    5    10   6    2    6    10   
Vardas1641          Pavarde1641         3    1    8    5    8    10   1    10   10   4    8    
